,is_low_amount_of_data,df_count,ticker_name,is_nan_non_nan_ratio_problematic,nan_count,nan_non_nan_ratio,is_exist_nan_sequence,nan_sequences_count_and_indexes,number_of_nan_sequences,mean_of_nan_sequences_count,is_decimal_point_changed,number_of_corrupted_decimal_point,decimal_point_changed_indexs,is_ticker_stopped,ticker_stopped_diff,is_ticker_data_not_changed,ticker_data_not_changed_dictionary,is_ticker_data_not_exist
39,0.0,605.0,INTL,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,1.0,"{'value': [70.09999847412111], 'count': [34], 'indexes': [(Timestamp('2018-05-03 00:00:00'), Timestamp('2018-06-18 00:00:00'))]}",0
40,0.0,605.0,ININ,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
41,0.0,605.0,INTR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,1.0,"{'value': [4151.169921875, 3912.68994140625, 3958.330078125, 3923.4599609375, 4615.830078125, 4554.0, 4740.0, 8320.0, 8419.0, 8420.0, 4902.0, 4720.0], 'count': [9, 13, 16, 8, 8, 11, 19, 13, 14, 10, 8, 9], 'indexes': [(Timestamp('2018-05-03 00:00:00'), Timestamp('2018-05-14 00:00:00')), (Timestamp('2018-07-10 00:00:00'), Timestamp('2018-07-25 00:00:00')), (Timestamp('2018-07-29 00:00:00'), Timestamp('2018-08-16 00:00:00')), (Timestamp('2018-08-21 00:00:00'), Timestamp('2018-08-29 00:00:00')), (Timestamp('2018-10-11 00:00:00'), Timestamp('2018-10-21 00:00:00')), (Timestamp('2019-02-10 00:00:00'), Timestamp('2019-02-21 00:00:00')), (Timestamp('2019-03-05 00:00:00'), Timestamp('2019-03-28 00:00:00')), (Timestamp('2019-12-12 00:00:00'), Timestamp('2019-12-29 00:00:00')), (Timestamp('2020-01-14 00:00:00'), Timestamp('2020-01-30 00:00:00')), (Timestamp('2020-02-09 00:00:00'), Timestamp('2020-02-19 00:00:00')), (Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-25 00:00:00')), (Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-17 00:00:00'))]}",0
42,0.0,605.0,IGLD,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
43,0.0,605.0,INCR,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
44,0.0,605.0,INFR,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,1.0,"{'value': [689.9000244140625], 'count': [9], 'indexes': [(Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-11 00:00:00'))]}",0
45,0.0,605.0,INRM,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
46,,,ISTA,,,,,,,,,,,,,,,1
47,0.0,605.0,ARDM,0.0,2.0,0.003306,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
48,0.0,605.0,ITMR,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
49,0.0,605.0,ELAL,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
50,0.0,605.0,EMITF,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
51,0.0,605.0,EMTC,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
52,0.0,605.0,ESLT,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
53,,,ELDT.P7,,,,,,,,,,,,,,,1
54,,,ELDT.P8,,,,,,,,,,,,,,,1
55,0.0,605.0,ALLT,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
56,1.0,1.0,ELLO,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
57,0.0,605.0,ALGS,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
58,0.0,605.0,ALHE,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
59,1.0,1.0,ASPF,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
60,0.0,605.0,ALMD,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
61,0.0,149.0,ALMA,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
62,0.0,605.0,ELMR,0.0,2.0,0.003306,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
63,0.0,605.0,ELSPC,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,1.0,"{'value': [221.0, 230.0, 232.1999969482422], 'count': [10, 17, 22], 'indexes': [(Timestamp('2019-05-14 00:00:00'), Timestamp('2019-05-26 00:00:00')), (Timestamp('2019-05-29 00:00:00'), Timestamp('2019-06-19 00:00:00')), (Timestamp('2019-07-01 00:00:00'), Timestamp('2019-07-29 00:00:00'))]}",0
64,0.0,605.0,ELCO,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
65,0.0,605.0,ELTR,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
66,0.0,605.0,ELCRE,0.0,1.0,0.001653,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
67,0.0,605.0,ECP,0.0,2.0,0.003306,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
68,0.0,605.0,ELWS,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",False,4.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
